version,orignGuid,generateGuid,assetPath,description
0,2a2bc9db2abd5d44f8df7514deb0e982,44eb0d04c020fe249b0d4dc8660531b0,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/Btn_ActionIdle.anim,
0,0d79fa140509f854d82e448ea3370106,a4ec19ee7b114254296c91e2225c1d27,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/Btn_ActionOpen.anim,
0,ae0d49d52a836c848ab02e60b5f79382,bd1db18b05e5f8642accf9697f43dd93,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/Btn_Scale.controller,
0,b7230a27c00db2b46939fb0018e3270c,d070c63f4664c3e4b8dc0ab32e9b259f,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/Btn_Scale_Jump.controller,
0,5fc1d94e026f87d439fd036839f877ab,c6cf6f0af7cd0c14b97fbdc59c433abc,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/Btn_Scale_Skill.controller,
0,609368c8ff633d84ebbc1c18b4b6df8e,036a47eaa2fc0124daf0570239f4c984,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/Check_Pattern.png,
0,453660029ffd45e4ebc75b1db8e98ed4,23936858a1bc32344bb6680ec8f89183,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/Model/Coins.anim,
0,b31c60da84e530a46a78af628881c43b,bacb3d090b4fad242be0bbdec89f6573,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/Model/Coins.controller,
0,3c44ed6e675511149b2282a50b15a9fa,12abf275a9f5cd642a57ca12b131a475,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Coke.prefab,
0,bc1391bdc5cac19428f4dcb2defeb0eb,12100b4f3d8856c4080bbf901db14b0f,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/Coke.fbx,
0,0900ceb32e06d19418a101c7cea010dc,469f73fcf7692c4439ea8bdc792d591a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/ColorPlatform.prefab,
0,e0a0b0ff539951b4ba871546497a09e7,d403f0e325f06d34c9318f294d2a4def,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/Concrete.png,
0,94f4117d70d281f43a0f9db33b778e52,140b4f88e0bfcc64590f14aeb92ac488,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Cone.FBX,
0,58c67df693a7e674291bb5b730a44c6a,466ef91c9540c704886e751cab02e5bf,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Cone_R.fbx,
0,3a40ea660a2373f41af2b54bc3072c0d,5984928b0b93bb248aa0f75f5aacd05a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Cube.FBX,
0,d80fb251fc96735428767d225b1f40f5,43f3ed0beba9042458f021bb9785dd80,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Cube_R.fbx,
0,2d1ed698efd9a8d4499dd19b4a4ad31c,c3c4ffe16922c7945aee4e068bac575c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/CupCake.fbx,
0,e634d03b7d39e9545abba0dfc77ac980,b3ea8114d3adb5c45b06d6df3a08c377,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/CupCake.prefab,
0,7e8150a54ed353e4ea7e2a7548f5e799,2992a58968aba324dbbf010792eb92ae,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Cylinder000.fbx,
0,5c83f92b0a25eed429cea5568702fa5c,1987878de9f92c34cad1cd688abbd5c6,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Cylinder_Col.fbx,
0,66bf296793d20b74ca851d0d941fdc7f,aced803c2442ca842902a793f1816fe5,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Cylinder_R.fbx,
0,d05b9559a37ae8345a669905acbbd3c8,78b024225ca07984bb4627d464711e21,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/__$System/GameMode/DataServiceData.asset,
0,7ec6a9fd4aeea304ba81db7fd03b5197,8837248d60613664fa05bdb9b23597f1,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/DecoStore02_Basemap.tga,
0,480ebb04ef7084e4baa14c5ec7d4d8e6,9a456f57493616e459aaeeb644084f26,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/DecoStore02_ubermap.tga,
0,001cec9e9a1e5ad4ba08989756cccc89,549ba0c6f287f8d4897bb2a122dd3f0e,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/Default.mat,
0,fdd9221fc5c99cd45ac0a44e99b45aef,64be5192d8a82af4a8ab88ec71ec7236,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/DropStage.prefab,
0,a81efa7d956fc974d81e2f9d06909af6,b6999d1996d602b4989616ac97f30332,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/EntryLED.png,
0,17e978d9866c74d4293511f6a073ed74,172b4031f7c0eef4faa8f5665c26e237,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/EntryLED.mat,
0,5b2be8d92e20a9546bec8db018ff3d2d,0738cf5be0e45e547aafd60c961ed1bc,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/EntryLED_Uber.png,
0,45bc9166007b4e84e9aed228bc5947ad,07d297c6ae24ea346af32916187de587,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Effect/FX-00224.png,
0,b9bfb47298bce56479303c1a9f513c89,e3ab038e97439734db086b9786ea1d21,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Effect/FX-18899.png,
0,33992ad83e30ebb4e877ee19da5dabde,5c2e2a5adfb887949991e8d301925c57,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Fan_Wind.fbx,
0,8eba1224074dafa4c811957f1de276b7,0e6f5f39fbce6224fbccd565b45ba8a7,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Fbx_fx_Round_01.fbx,
0,b525f8e635df0f545a15950eda27c622,f531918ac2ff4c54dbcf758e4de1c499,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Fbx_fx_Round_01 1.fbx,
0,29d2e5764d56ea147aa284e39dc07069,ff5bbe6f74f87ac4ebc9274d1b57f8c1,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Fbx_fx_Round_01_1.fbx,
0,81f156ea72551ef4abde76c05a44e230,8dc9aa0c6c775ef4bb06a218861bfc7d,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Effect/Fbx_fx_Round_03.fbx,
0,f6dd3caf808c35d4e857932b9788a59f,2991ad9423ed7d94685d8c608b9d979a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/FinishGate.prefab,
0,1094fe4ad7f16cd4a8742d92046ee2ee,1476b4f784c638944b7aaffb202f3de8,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/Fishbun.fbx,
0,0f8bb30fe7348f7498613397243d7b83,d262c75547349a943ba4857b2f90771d,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Fishbun.prefab,
0,3f87a952e51107740a913e7d6d778284,3ca12282efd60164c9e2e348075dd932,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Flower01.prefab,
0,20d00ef8a20de8c42b266e497d1a1ab1,3cf879ba12b870749a99f3cd93a6457a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Flower02.prefab,
0,e054168f7ca70a1419ba711295691a7f,cddac5eb4d85bd04bb78602e31d3c2cd,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/FootBall.prefab,
0,bcc18dd1b3574584db164049596d56cc,2f301391fe02e454c961f10bcac28e82,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/FootBall_Ball_01.fbx,
0,098887da458530b4c93fa8a5a743eff0,15160c9e8d37bef48aff37b0e94c2037,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/FootBall_Ball_01.mat,
0,da9775db15eff424ebeeb56aa8006501,05c7f703154f20547993f3c869081d38,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/FootBall_Ball_01_Basemap.tga,
0,7c719eb79c144684598d2ec25ee8e596,5cf29c4d4ae2cb44db04e4e9fea05ed2,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/FootBall_Ball_01_ubermap.tga,
0,f6a63e3aa033c14469232621a1a6ece8,2b26205fd6772c94c9e3cf738d7efa30,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Effect/Fresnel001.mat,
0,44f7e69230138e241b8028693ee4b2d2,1609a9ae5e9d09c4c9bd1bdf1f1cb8be,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/FrontScreen.prefab,
0,8c31d55f37dcd1a40a68c826b7d47d25,0d740b7b26f7e654faee2547dd3633fd,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Sprite/UI/Fx_Glitch.png,
0,142737c6a8da0d941a3d700875030045,d7f811b510ff0cb48a89efb828bb0800,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Sprite/UI/Fx_Glow.png,
0,ec91f46d9656e874b90b270780833873,3ab421c8283919141b1fb6c183899a10,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Sprite/UI/Fx_Glow_02.png,
0,7b8f7d608eb99094c974ac49911bfe03,462a99dac8ab34a4abfe85daf67d5d65,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Sprite/Palette Icon/GD_BombS_Item.png,
0,90fd27416c0c3654db8b79c03c8a4319,0d25bcaf35b1d104fb577d93259b2e18,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/__$System/GameMode/GameMode.asset,
0,2df0362612741b141a4b0d674cc72959,a11b0755e08664f468866a5b0ee2e478,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/GameResult.controller,
0,c925852b0b7b7b1409044bf0289847f5,2d786c2ac3cbf2f4684e5f679ab0464a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/__$System/GameMode/GameSettingData.asset,
0,ed1d6aacadda51b4db69b6f459718527,5278f6db847e86f41a7fdd526b1033f9,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/GiftBox.prefab,
0,88fa4443d091a704bbe5791e2c801293,fdbd712bbd0fcb045828de62c81fea7b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/GiftBox.fbx,
0,c3238ba3f7ac4e342aac73fb401b3c44,069c2b3b1bff3fb43a6ab2d44e1cadb2,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Sprite/Gizmo Icon/Gizmo_ItemSpawnerBox.png,
0,be58f7c9bb00b4f44b5ec70ac23bb02f,e315273f519ee67499a0f318f774e8ce,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Effect/Glow01.mat,
0,9b18035305b157542b4863b4d3776d01,dee695e8461288241900266d9292116a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/HUD_Countdown.controller,
0,1264b60a88ca7ba48bdde2328d6c7a15,65432afcbb6aaab4ab980a0afab08f31,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/HUD_CountdownAction.anim,
0,6d89df7096e13604cb4706f999157a30,6545fc143fc09d24f941fc01293cdc6d,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/HUD_SurvivorCountUI.controller,
0,a4f0a3f9995631e438555bbfd14a9e56,646b10bfe07e49e4f9a8efa3208bae9c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/HUD_SurvivorCountUI_Action.anim,
0,ae56c849b5b0c29428f99958e5925fb2,c9893cc34bc2f2948aa210c35e20756c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/HUD_Survivor_Finish1.anim,
0,a3eafc929c4d61f4ba1acf1d03aafde8,ee1eb65d96bf55d49a5ce341db0bf064,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/HUD_Survivor_Finish2.anim,
0,33693bd52aafb4749ab07b6e43659fd8,0039f84002590a244bd58c64ed0cb386,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/HUD_Survivor_None.anim,
0,4594d8f6ebcc0f54499337c48990bc53,d92043ac9957fcd42a7d60907b3c8c55,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Hemi_Sphere.FBX,
0,07b959d024de98d4ca545d18e5eb1864,8d2331e8618a26944aed10372980c966,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Shape/Hexagonal_Pyramid_R.fbx,
0,baad27d91d7ffe74e9eeb01e65cde982,86576b000576338428ff5bc8781d6855,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/IceFootstep_Basemap.tga,
0,3b750135a93ba13498f9e2766f7cb397,392de7fb7d498ab46b73d8af34fb156c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/IceFootstep_ubermap.tga,
0,ddfe62ff11341834eb85d534ca6348fa,390a3f0e65f38824c93f46c841949df0,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Ice_Door_1.prefab,
0,693086d5ecd8c2042945fcf443a0deed,cbf40bd1ec605e84fbd97bee3c5265b1,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Ice_Door_2.prefab,
0,73a3506e34c609545a7cd676c76225f2,a81371532f665b84f810da306f4acd23,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Ice_Door_3.prefab,
0,8f497f6c3d925d647bd7a61851e2ebc9,2411767cbcff3234fb99e26c441826bd,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/__$System/InputSystem/InputSystem.asset,
0,eaf90477c845e4f47b938794065753fb,490c71f13ebc34943b9e7e6feace0f88,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Device/Item Spawner.prefab,
0,fd09aeccc65af9745a1757ea60ec62ef,17ec00550c0b4f747886805c934ee435,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Item/ItemBat.prefab,
0,20733a9eac7361d47a932a8a16a19f72,669c96555be291c4dbe07ebdf23c790f,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Item/Item Script/ItemBat.lua,
0,1e65e6516c72a9e4f98255e3921f7e49,defb10d34139c2f49a22ea1094b2df15,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Item/Item Script/ItemBomb.lua,
0,a529bb6019c56ed49930ca73869f94a1,5ba57784e0f78a74c8d13c5d3e3eb903,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Item/ItemBomb.prefab,
0,bc1117d8cdca0d7448c301636325bbaa,36bea09ac07bd1940acdaf6d4e2e962b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Sprite/Palette Icon/ItemE_Bat.png,
0,4a33472774d64c545a9ed765a2846a33,770deab5f23925b4db32603d4fc22860,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Device/ItemManager.prefab,
0,5a2f1d3cbc20b4445b0f7703917605b0,ab70880560f957647a209d4d785a145b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Device/Device Script/ItemManagerClient.lua,
0,766713aea7a354a4b9de238522bf7d7f,47ad4d974463a334b94de044d5a3a179,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Device/Device Script/ItemManagerServer.lua,
0,13447b5c8a81de240a779e7ee67f42d3,64252194856472941bfa0333fa8093dd,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Device/Device Script/ItemSpawner.lua,
0,c21319e3ff5f4474a862efa2ca1fab6d,81418e8476f3c0d43947c440766b5841,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/Item_Bat.fbx,
0,8dd42749fd6413c4b8f0a93c5909d26b,49a89b2f18b4ef1419c80c2d29fab9ff,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/FBX/Model FBX/Decor/Item_Sprint_Royal.fbx,
0,8b0f1140a5c9d3b4896f9878fa2d459e,d0667bcce06e4ea4195d82113ea3625b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Texture/Model/Item_Sprint_Royal.png,
0,ea8733abf6bf90a409d2e266a914eab7,c436d464c427abd47a8e40fc9977f075,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/Item_Sprint_Royal.mat,
0,31d309b71dcf8b34694a9847ec83367e,b73c2139edc2e514797d1a0813383ebc,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Item_Sprint_Royal.prefab,
0,f891586b529db0b4c806623ad8e1eb06,23fd0551f72d5c940bd12f825b98e69b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/Prop/ModelProp/Item_Star.prefab,
0,39f445123006bcc4397322933b0677d9,44b8075916edc6b4e96de568c3bf51c7,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animator/UI/JoyPad.controller,
0,02562151af879fd4a801846daada40ce,6c9686fb9449ba8408cc67eadba64839,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/JoyPad_Close.anim,
0,d56985b75e27d4347aa17dc4b8046464,b128063c51f2ec749ae9b9c1cc69389e,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Animation/Animation Clip/UI/JoyPad_Open.anim,
0,97a29600d3f1aa0498490981d54bd361,bc71cdfd2a71cb84b961575831e77967,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/UIDevice/UIDeviceScript/JoyStick.lua,
0,e12c79d086bd8b445bb83bd5405ee375,ba1095d54cf8e3743a450e0c575314a5,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_AccountsPlane01.mat,
0,b5d246371637f4f4d83161e20aac90e3,602ffd675159ffa4da27497c60826bfd,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorGuideScreen01.mat,
0,42b8578323fc3e44c99e419eee0fdb5b,4b156dd46846f5c459046c836778c9ff,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitch.mat,
0,840e89ef8f1595745992657563bfa2d8,284c42de36ef9d34e90dee0348805ec4,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGate01.mat,
0,1fb4a5b360508f64191b248df6e9fd51,7b474f34b4115f24bb56ebbddece949b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGate02.mat,
0,109b893c8ca1d3e47b08ddbff3e12105,de4dcdce11a4ee24da1229346ff2d21c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuid.mat,
0,cc16db7c6eb0cba4eb0b74fe2b6ef301,235f0a1ada2e78747b34f939ce46146d,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuide_B.mat,
0,5a5fa73b218eccf45903e0cf2fa3ef7e,112ad37d05beb114194599932fffac8a,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuide_G.mat,
0,088998efb11a6804580b6bd1eba4b290,90bf677a8e0431d48b7230185521c64b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuide_P.mat,
0,6dfc503239badae47b8bffb8b98fc7d5,7f52c3fef2ce31e4596efece59b82b29,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuide_R.mat,
0,e49618637a03b5c41b02f86e9be90a9d,dbf2f0666ec16ca4eac0047c45695645,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuide_W.mat,
0,8f5c538cb65882f4490eeffe21392914,7ba39ba108299d34b8650cf499a90e9c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_ColorSwitchGuide_Y.mat,
0,f981b829cc8fc6c44b883759bdc7e980,e4e692cea09d9b44b9e3912a8ee188ff,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_CostumeStore02.mat,
0,f280aef85e9b1bb4ba5f88fd679cd14c,ef9a808e5852fc24bb28908e5de7bf4d,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_DecoStore01.mat,
0,c61362b4d16403d4e98125003a8d7e38,0deb9910df74be444a185b84c67c96e0,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_DecoStore02.mat,
0,87288da60eb0cb7408fb38e62ff2aadb,f67828b9480451d42aa3955ab8a70082,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_IceFootstep.mat,
0,75757a88ca5a41046abb75e29ebba505,793183132e93d854d95de269ce66be14,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_MountainStair.mat,
0,7fe9da083db9c3345a82f0e99d309149,dbd88775647d6eb4f939008a1367ef6f,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_Overpass_Prop.mat,
0,914a9cc42b8290848ab555f05f2ff02d,ffb107d6295948843ac989bb23282975,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_Parking_Object.mat,
0,f202ecac529d27849939a425cdf0f7ae,12ff167da454066459e53dda1332bd3c,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_Party_Item_Bat.mat,
0,954df4c4a937c6a4684d383c810182c8,a343d89ba2df6e445b85cf9fe46a2eab,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_Penguin_Accounts_Stand.mat,
0,be5f2710b4640284abc9956fe5b33354,b78a95a7500a2c7488f9dfce8214f13b,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_Penguin_Royal_Victory_Stand.mat,
0,8f5ccad4c7abc8f4f9f0ae7ffb41532c,3cae4672713c1bb4eb196b46b78b37f5,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_PicinicObject.mat,
0,fe8a9a58f236b514f9e4b9f880aafc88,89ab6da735da80047822a4921555949e,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Model/M_RG_OpenSesame_Room_Door.mat,
0,8c2b0b1b6b16e9744bc5fc51e400d667,bd8ffc10401474646a247cbc48bbe6e7,Packages/com.v.gameframework.resources/Runtime/Official/Partyroyal Framework/RawResource/Material/Effect/M_Ray_001_Add.mat,
